school1_alt,school2_alt,school3_alt,lastname,firstname,suffix,name,year1,school2,year2,school3,year3,school4,year4,school5,year5,circuit
University of Mississippi,,,Wilson, Cory Todd,,"Wilson, Cory Todd",1992.0,Yale University,1995.0,Harvard University,,,,,,Fifth
University of Virginia,Union University,,Jackson, Howell Edmunds,,"Jackson, Howell Edmunds",1849.0,Samford University,1856.0,Harvard University,,,,,,Sixth
Yale University,,,Taft, William Howard,,"Taft, William Howard",1878.0,University of Cincinnati,1880.0,Harvard University,,,,,,Sixth
"Douglas University, Chicago, Illinois",Samford University,,Lurton, Horace Harmon,,"Lurton, Horace Harmon",1867.0,University of Cincinnati,,,,,,,,Sixth
University of Michigan,University of Michigan,,Day, William Rufus,,"Day, William Rufus",1870.0,,1871.0,,,,,,,Sixth
Middlebury College,,,Severens, Henry Franklin,,"Severens, Henry Franklin",1857.0,,1859.0,,,,,,,Sixth
Swarthmore College,,,Richards, John Kelvey,,"Richards, John Kelvey",1875.0,Harvard University,1877.0,,1879.0,,,,,Sixth
University of Cincinnati,,,Warrington, John Wesley,,"Warrington, John Wesley",1869.0,Harvard University,,,,,,,,Sixth
University of Michigan,,,Knappen, Loyal Edwin,,"Knappen, Loyal Edwin",1873.0,,1875.0,University of Michigan,1876.0,,,,,Sixth
University of Michigan,,,Denison, Arthur Carter,,"Denison, Arthur Carter",1883.0,,,,,,,,,Sixth
,,,Donahue, Maurice,,"Donahue, Maurice",1885.0,,,,,,,,,Sixth
,,,Moorman, Charles Harwood,,"Moorman, Charles Harwood",1900.0,,,,,,,,,Sixth
,,,Hicks, Xenophon,,"Hicks, Xenophon",1891.0,Samford University,1892.0,,,,,,,Sixth
University of Cincinnati,,,Hickenlooper, Smith,,"Hickenlooper, Smith",1901.0,Harvard University,1904.0,,,,,,,Sixth
Harvard University,,,Mack, Julian William,,"Mack, Julian William",1887.0,Harvard University,,,,,,,,Sixth
University of Michigan,,,Simons, Charles Casper,,"Simons, Charles Casper",1898.0,University of Michigan,1900.0,,,,,,,Sixth
Case Western Reserve University,,,Allen, Florence Ellinwood,,"Allen, Florence Ellinwood",1904.0,Case Western Reserve University,1908.0,New York University,1913.0,,,,,Sixth
University of Louisville,,,Hamilton, Elwood,,"Hamilton, Elwood",1904.0,Case Western Reserve University,,,,,,,,Sixth
University of Alabama,,,Arant, Herschel Whitfield,,"Arant, Herschel Whitfield",1910.0,Yale University,1911.0,Yale University,1912.0,Yale University,1915.0,,,Sixth
University of Virginia,,,Martin, John Donelson,,"Martin, John Donelson",1905.0,Yale University,,,,,,,,Sixth
University of Michigan,,,McAllister, Thomas Francis,,"McAllister, Thomas Francis",1918.0,,1921.0,,,,,,,Sixth
Princeton University,,,Miller, Shackelford,,"Miller, Shackelford",1914.0,Harvard University,1917.0,,,,,,,Sixth
Yale University,,,Stewart, Potter,,"Stewart, Potter",1937.0,Yale University,1941.0,,,,,,,Sixth
University of Michigan,,,Cecil, Lester LeFevre,,"Cecil, Lester LeFevre",1917.0,Yale University,,,,,,,,Sixth
University of Cincinnati,,,Weick, Paul Charles,,"Weick, Paul Charles",1920.0,Yale University,,,,,,,,Sixth
University of Notre Dame,,,O'Sullivan, Clifford Patrick,,"O'Sullivan, Clifford Patrick",1920.0,Yale University,,,,,,,,Sixth
Samford University,,,Phillips, Harry,,"Phillips, Harry",1932.0,Samford University,1933.0,,,,,,,Sixth
Southern Methodist University,,,Edwards, George Clifton,,"Edwards, George Clifton",1933.0,Harvard University,1934.0,Michigan State University,1944.0,Michigan State University,1949.0,,,Sixth
Ohio Northern University,,,Celebrezze, Anthony Joseph,,"Celebrezze, Anthony Joseph",1936.0,Harvard University,,,,,,,,Sixth
Miami University,,,Peck, John Weld II,,"Peck, John Weld II",1935.0,University of Cincinnati,1938.0,,,,,,,Sixth
Fisk University,,,McCree, Wade Hampton,,"McCree, Wade Hampton",1941.0,Harvard University,1944.0,,,,,,,Sixth
University of Kentucky,,,Combs, Bertram Thomas,,"Combs, Bertram Thomas",1937.0,Harvard University,,,,,,,,Sixth
University of Wisconsin,,,Brooks, Henry Luesing,,"Brooks, Henry Luesing",1927.0,University of Louisville,1929.0,,,,,,,Sixth
University of Tennessee,,,Miller, William Ernest,,"Miller, William Ernest",1930.0,Yale University,1933.0,,,,,,,Sixth
Western Michigan University,,,Kent,,,Kent,1937.0,University of Michigan,1940.0,,,,,,,Sixth
Centre College,,,Lively, Pierce,,"Lively, Pierce",1943.0,University of Virginia,1948.0,,,,,,,Sixth
University of Michigan,,,Engel, Albert Joseph,,"Engel, Albert Joseph",1948.0,University of Michigan,1950.0,,,,,,,Sixth
West Virginia State University,,,Keith, Damon Jerome,,"Keith, Damon Jerome",1943.0,Howard University,1949.0,Wayne State University,1956.0,,,,,Sixth
Yale University,,,Merritt, Gilbert Stroud,,"Merritt, Gilbert Stroud",1957.0,Vanderbilt University,1960.0,Harvard University,1962.0,,,,,Sixth
University of Michigan,,,Brown, Bailey,,"Brown, Bailey",1939.0,Harvard University,1942.0,Harvard University,,,,,,Sixth
University of Michigan,,,Kennedy, Cornelia Groefsema,,"Kennedy, Cornelia Groefsema",1945.0,University of Michigan,1947.0,Harvard University,,,,,,Sixth
Davidson College,,,Martin, Boyce Ficklen,,"Martin, Boyce Ficklen",1957.0,University of Virginia,1963.0,Harvard University,,,,,,Sixth
Youngstown State University,,,Jones, Nathaniel Raphael,,"Jones, Nathaniel Raphael",1951.0,Youngstown State University,1955.0,Harvard University,,,,,,Sixth
University of Michigan,,,Contie, Leroy John,,"Contie, Leroy John",1941.0,University of Michigan,1948.0,Harvard University,,,,,,Sixth
Case Western Reserve University,,,Krupansky, Robert,,"Krupansky, Robert",1946.0,Case Western Reserve University,1948.0,Harvard University,,,,,,Sixth
Washington and Lee University,,,Wellford, Harry Walker,,"Wellford, Harry Walker",1947.0,Vanderbilt University,1950.0,Harvard University,,,,,,Sixth
East Tennessee State University,,,Milburn, Herbert Theodore,,"Milburn, Herbert Theodore",1953.0,University of Tennessee,1959.0,Harvard University,,,,,,Sixth
Hamilton College,,,Nelson, David Aldrich,,"Nelson, David Aldrich",1954.0,Harvard University,1958.0,Harvard University,,,,,,Sixth
University of Michigan,,,Guy, Ralph,,"Guy, Ralph",1951.0,University of Michigan,1953.0,Harvard University,,,,,,Sixth
University of Detroit Mercy,,,Ryan, James Leo,,"Ryan, James Leo",1956.0,University of Detroit Mercy,1992.0,Harvard University,,,,,,Sixth
Harvard University,,,Boggs, Danny Julian,,"Boggs, Danny Julian",1965.0,University of Chicago,1968.0,Harvard University,,,,,,Sixth
Otterbein University,,,Norris, Alan Eugene,,"Norris, Alan Eugene",1957.0,New York University,1960.0,University of Virginia,1986.0,,,,,Sixth
Wayne State University,,,Suhrheinrich, Richard Fred,,"Suhrheinrich, Richard Fred",1960.0,Michigan State University,1963.0,University of Virginia,1990.0,,,,,Sixth
Vanderbilt University,,,Siler, Eugene Edward,,"Siler, Eugene Edward",1958.0,University of Virginia,1963.0,Georgetown University,1964.0,,,,,Sixth
Ohio Wesleyan University,,,Batchelder, Alice Moore,,"Batchelder, Alice Moore",1964.0,University of Akron,1971.0,University of Virginia,1988.0,,,,,Sixth
Vanderbilt University,,,Daughtrey, Martha Craig,,"Daughtrey, Martha Craig",1964.0,Vanderbilt University,1968.0,University of Virginia,,,,,,Sixth
Radcliffe College,,,Moore, Karen Nelson,,"Moore, Karen Nelson",1970.0,Harvard University,1973.0,University of Virginia,,,,,,Sixth
Tufts University,,,Cole, Ransey Guy,,"Cole, Ransey Guy",1972.0,Yale University,1975.0,University of Virginia,,,,,,Sixth
University of North Carolina,,,Clay, Eric,,"Clay, Eric",1969.0,Yale University,1972.0,University of Virginia,,,,,,Sixth
Massachusetts Institute of Technology,,,Gilman, Ronald Lee,,"Gilman, Ronald Lee",1964.0,Harvard University,1967.0,University of Virginia,,,,,,Sixth
Vanderbilt University,,,Gibbons, Julia Smith,,"Gibbons, Julia Smith",1972.0,University of Virginia,1975.0,University of Virginia,,,,,,Sixth
Stanford University,,,Rogers, John,,"Rogers, John",1970.0,University of Michigan,1974.0,University of Virginia,,,,,,Sixth
Williams College,,,Sutton, Jeffrey,,"Sutton, Jeffrey",1983.0,Ohio State University,1990.0,University of Virginia,,,,,,Sixth
University of Akron,,,Cook, Deborah,,"Cook, Deborah",1974.0,University of Akron,1978.0,University of Virginia,,,,,,Sixth
University of Michigan,,,McKeague, David William,,"McKeague, David William",1968.0,University of Michigan,1971.0,University of Virginia,,,,,,Sixth
Western Michigan University,,,Griffin, Richard Allen,,"Griffin, Richard Allen",1973.0,University of Michigan,1977.0,University of Virginia,,,,,,Sixth
University of Michigan,,,Neilson, Susan Bieke,,"Neilson, Susan Bieke",1977.0,Wayne State University,1980.0,University of Virginia,,,,,,Sixth
University of Michigan,,,Kethledge, Raymond,,"Kethledge, Raymond",1989.0,University of Michigan,1993.0,University of Virginia,,,,,,Sixth
Barnard College,,,White, Helene,,"White, Helene",1975.0,University of Maryland,1978.0,University of Virginia,,,,,,Sixth
Vanderbilt University,,,Stranch, Jane Branstetter,,"Stranch, Jane Branstetter",1975.0,Vanderbilt University,1978.0,University of Virginia,,,,,,Sixth
University of Memphis,,,Donald, Bernice Bouie,,"Donald, Bernice Bouie",1974.0,University of Memphis,1979.0,University of Virginia,,,,,,Sixth
Boston College,,,Thapar, Amul Roger,,"Thapar, Amul Roger",1991.0,"University of California, Berkeley",1994.0,University of Virginia,,,,,,Sixth
Vanderbilt University,,,Bush, John Kenneth,,"Bush, John Kenneth",1986.0,Harvard University,1989.0,University of Virginia,,,,,,Sixth
University of Northern Iowa,,,Larsen, Joan Louise,,"Larsen, Joan Louise",1990.0,Northwestern University,1993.0,University of Virginia,,,,,,Sixth
University of Pennsylvania,,,Nalbandian, John Baylor,,"Nalbandian, John Baylor",1991.0,University of Virginia,1994.0,University of Virginia,,,,,,Sixth
University of Michigan,,,Readler, Chad Andrew,,"Readler, Chad Andrew",1994.0,University of Michigan,1997.0,University of Virginia,,,,,,Sixth
Miami University,,,Murphy, Eric Earl,,"Murphy, Eric Earl",2001.0,University of Chicago,2005.0,University of Virginia,,,,,,Sixth
,,,Gresham, Walter Quintin,,"Gresham, Walter Quintin",1854.0,University of Chicago,,,,,,,,Seventh
Wabash College,,,Woods, William Allen,,"Woods, William Allen",1859.0,,1861.0,,,,,,,Seventh
,,,Jenkins, James Graham,,"Jenkins, James Graham",1855.0,,,,,,,,,Seventh
Yale University,,,Showalter, John William,,"Showalter, John William",1867.0,,1871.0,,,,,,,Seventh
Wittenberg College,,,Grosscup, Peter Stenger,,"Grosscup, Peter Stenger",1872.0,Boston University,1873.0,,,,,,,Seventh
University of Michigan,,,Baker, Francis Elisha,,"Baker, Francis Elisha",1882.0,,1884.0,,,,,,,Seventh
,,,Seaman, William Henry,,"Seaman, William Henry",1868.0,,,,,,,,,Seventh
University of Chicago,Northwestern University,,Kohlsaat, Christian Cecil,,"Kohlsaat, Christian Cecil",1867.0,,,,,,,,,Seventh
Harvard University,,,Mack, Julian William,,"Mack, Julian William",1887.0,,,,,,,,,Seventh
,,,Alschuler, Samuel,,"Alschuler, Samuel",1881.0,,,,,,,,,Seventh
University of Wisconsin,,,Evans, Evan Alfred,,"Evans, Evan Alfred",1897.0,University of Wisconsin,1899.0,,,,,,,Seventh
University of Illinois,,,Page, George True,,"Page, George True",1882.0,University of Wisconsin,,,,,,,,Seventh
Wabash College,,,Anderson, Albert Barnes,,"Anderson, Albert Barnes",1879.0,,1881.0,,,,,,,Seventh
Indiana University,Indiana University,,Sparks, William Morris,,"Sparks, William Morris",1896.0,DePaul University,1896.0,,,,,,,Seventh
Illinois Wesleyan University,,,FitzHenry, Louis,,"FitzHenry, Louis",1897.0,DePaul University,,,,,,,,Seventh
DePaul University,,,Major, James Earl,,"Major, James Earl",1910.0,DePaul University,,,,,,,,Seventh
Indiana University,,,Treanor, Walter Emanuel,,"Treanor, Walter Emanuel",1912.0,Indiana University,1922.0,,,,,,,Seventh
Lake Forest College,,,Kerner, Otto,,"Kerner, Otto",1905.0,Indiana University,,,,,,,,Seventh
Indiana University,,,Minton, Sherman,,"Minton, Sherman",1915.0,Yale University,1916.0,,,,,,,Seventh
University of Wisconsin,,,Duffy, Francis Ryan,,"Duffy, Francis Ryan",1910.0,University of Wisconsin,1912.0,,,,,,,Seventh
University of Chicago,,,Finnegan, Philip,,"Finnegan, Philip",1913.0,University of Wisconsin,,,,,,,,Seventh
University of Illinois,,,Lindley, Walter,,"Lindley, Walter",1904.0,University of Illinois,1910.0,,,,,,,Seventh
DePaul University,,,Swaim, Hardress Nathan,,"Swaim, Hardress Nathan",1913.0,University of Chicago,1916.0,,,,,,,Seventh
University of Chicago,,,Schnackenberg, Elmer Jacob,,"Schnackenberg, Elmer Jacob",1912.0,University of Chicago,,,,,,,,Seventh
,,,Hastings, John Simpson,,"Hastings, John Simpson",1920.0,Indiana University,1924.0,,,,,,,Seventh
,,,Parkinson, William Lynn,,"Parkinson, William Lynn",1923.0,Indiana University,,,,,,,,Seventh
DePaul University,,,Knoch, Winfred George,,"Knoch, Winfred George",1917.0,Indiana University,,,,,,,,Seventh
Northwestern University,,,Castle, Latham,,"Castle, Latham",1924.0,Indiana University,,,,,,,,Seventh
University of Notre Dame,,,Kiley, Roger Joseph,,"Kiley, Roger Joseph",1923.0,Indiana University,,,,,,,,Seventh
University of Notre Dame,,,Swygert, Luther Merritt,,"Swygert, Luther Merritt",1927.0,Indiana University,,,,,,,,Seventh
Cornell University,,,Fairchild, Thomas Edward,,"Fairchild, Thomas Edward",1934.0,University of Wisconsin,1938.0,,,,,,,Seventh
Yale University,,,Cummings, Walter Joseph,,"Cummings, Walter Joseph",1937.0,Harvard University,1940.0,,,,,,,Seventh
Brown University,,,Kerner, Otto,,"Kerner, Otto",1930.0,Northwestern University,1934.0,,,,,,,Seventh
Indiana University,,,Pell, Wilbur Frank,,"Pell, Wilbur Frank",1937.0,Harvard University,1940.0,,,,,,,Seventh
University of Chicago,,,Stevens, John Paul,,"Stevens, John Paul",1941.0,Northwestern University,1947.0,,,,,,,Seventh
Central YMCA College,,,Sprecher, Robert Arthur,,"Sprecher, Robert Arthur",1936.0,Northwestern University,1938.0,Northwestern University,1941.0,,,,,Seventh
University of Iowa,,,Tone, Philip Willis,,"Tone, Philip Willis",1943.0,University of Iowa,1948.0,Northwestern University,,,,,,Seventh
Elmhurst University,,,Bauer, William Joseph,,"Bauer, William Joseph",1949.0,DePaul University,1952.0,Northwestern University,,,,,,Seventh
University of Illinois,,,Wood, Harlington,,"Wood, Harlington",1942.0,University of Illinois,1948.0,Northwestern University,,,,,,Seventh
,,,Cudahy, Richard Dickson,,"Cudahy, Richard Dickson",1948.0,Yale University,1955.0,Northwestern University,,,,,,Seventh
Yale University,,,Posner, Richard Allen,,"Posner, Richard Allen",1959.0,Harvard University,1962.0,Northwestern University,,,,,,Seventh
Indiana University,,,Eschbach, Jesse Ernest,,"Eschbach, Jesse Ernest",1943.0,Indiana University,1949.0,Northwestern University,,,,,,Seventh
Marquette University,,,Coffey, John Louis,,"Coffey, John Louis",1943.0,Marquette University,1948.0,Northwestern University,,,,,,Seventh
Union College,,,Flaum, Joel Martin,,"Flaum, Joel Martin",1958.0,Northwestern University,1963.0,Northwestern University,1964.0,,,,,Seventh
Swarthmore College,,,Easterbrook, Frank Hoover,,"Easterbrook, Frank Hoover",1970.0,University of Chicago,1973.0,Northwestern University,,,,,,Seventh
Fordham University,,,Ripple, Kenneth Francis,,"Ripple, Kenneth Francis",1965.0,University of Virginia,1968.0,Washington University in St. Louis,1972.0,,,,,Seventh
University of Notre Dame,,,Manion, Daniel Anthony,,"Manion, Daniel Anthony",1964.0,Indiana University,1973.0,Washington University in St. Louis,,,,,,Seventh
Indiana University,,,Kanne, Michael Stephen,,"Kanne, Michael Stephen",1962.0,Indiana University,1968.0,Washington University in St. Louis,,,,,,Seventh
Bryn Mawr College,,,Rovner, Ilana Kara Diamond,,"Rovner, Ilana Kara Diamond",1960.0,Chicago-Kent College of Law,1966.0,Washington University in St. Louis,,,,,,Seventh
University of Texas,,,Wood, Diane Pamela,,"Wood, Diane Pamela",1971.0,University of Texas,1975.0,Washington University in St. Louis,,,,,,Seventh
Marquette University,,,Evans, Terence Thomas,,"Evans, Terence Thomas",1962.0,Marquette University,1967.0,Washington University in St. Louis,,,,,,Seventh
Wayne State University,,,Williams, Ann Claire,,"Williams, Ann Claire",1970.0,University of Michigan,1972.0,University of Notre Dame,1975.0,,,,,Seventh
Northwestern University,,,Sykes, Diane,,"Sykes, Diane",1980.0,Marquette University,1984.0,University of Notre Dame,,,,,,Seventh
Indiana University,,,Tinder, John Daniel,,"Tinder, John Daniel",1972.0,Indiana University,1975.0,University of Notre Dame,,,,,,Seventh
Haverford College,,,Hamilton, David Frank,,"Hamilton, David Frank",1979.0,Yale University,1983.0,University of Notre Dame,,,,,,Seventh
Rhodes College,,,Barrett, Amy Coney,,"Barrett, Amy Coney",1994.0,University of Notre Dame,1997.0,University of Notre Dame,,,,,,Seventh
University of Notre Dame,,,Brennan, Michael Brian,,"Brennan, Michael Brian",1986.0,Northwestern University,1989.0,University of Notre Dame,,,,,,Seventh
"St. Joseph’s College, Rensselaer, Indiana",,,Scudder, Michael Yale University,,"Scudder, Michael Yale University",1993.0,Northwestern University,1998.0,University of Notre Dame,,,,,,Seventh
Cornell University,,,St. Eve, Amy Joan,,"St. Eve, Amy Joan",1987.0,Cornell University,1990.0,University of Notre Dame,,,,,,Seventh
Indiana University,,,Kirsch, Thomas Lee II,,"Kirsch, Thomas Lee II",1996.0,Harvard University,1999.0,University of Notre Dame,,,,,,Seventh
Princeton University,,,Jackson-Akiwumi, Candace Rae,,"Jackson-Akiwumi, Candace Rae",2000.0,Yale University,2005.0,University of Notre Dame,,,,,,Seventh
,,,Caldwell, Henry Clay,,"Caldwell, Henry Clay",1851.0,Yale University,,,,,,,,Eighth
Dartmouth College,,,Sanborn, Walter Henry,,"Sanborn, Walter Henry",1867.0,Dartmouth College,1870.0,,1871.0,,,,,Eighth
Hamilton College,,,Thayer, Amos Madden,,"Thayer, Amos Madden",1862.0,,1868.0,,,,,,,Eighth
University of Cincinnati,,,Van Devanter, Willis,,"Van Devanter, Willis",1881.0,,,,,,,,,Eighth
Washington University in St. Louis,,,Hook, William Cather,,"Hook, William Cather",1878.0,,,,,,,,,Eighth
Yale University,,,Adams, Elmer Bragg,,"Adams, Elmer Bragg",1865.0,Harvard University,1868.0,,,,,,,Eighth
University of Michigan,,,Carland, John Emmett,,"Carland, John Emmett",1877.0,Harvard University,,,,,,,,Eighth
,,,Smith, Walter Inglewood,,"Smith, Walter Inglewood",1882.0,Harvard University,,,,,,,,Eighth
Harvard University,University of Missouri,,Stone, Kimbrough,,"Stone, Kimbrough",1895.0,,1898.0,,,,,,,Eighth
"Westminster College, Fulton, Missouri",,,Lewis, Robert,,"Lewis, Robert",1880.0,,,,,,,,,Eighth
Grinnell College,University of Iowa,,Kenyon, William Squire,,"Kenyon, William Squire",1891.0,,,,,,,,,Eighth
Yale University,,,Booth, Wilbur Franklin,,"Booth, Wilbur Franklin",1884.0,Yale University,1888.0,,,,,,,Eighth
University of Michigan,,,Van Valkenburgh, Arba Seymour,,"Van Valkenburgh, Arba Seymour",1884.0,,1888.0,,,,,,,Eighth
University of Michigan,,,Cotteral, John Hazelton,,"Cotteral, John Hazelton",1885.0,,,,,,,,,Eighth
University of Iowa,,,Gardner, Archibald,,"Gardner, Archibald",1892.0,University of Iowa,1893.0,,,,,,,Eighth
University of Minnesota,,,Sanborn, John Benjamin,,"Sanborn, John Benjamin",1905.0,Mitchell Hamline School of Law,1907.0,,,,,,,Eighth
"Heidelberg University, Germany",,,Woodrough, Joseph William,,"Woodrough, Joseph William",1893.0,Mitchell Hamline School of Law,,,,,,,,Eighth
Washington University in St. Louis,University of Missouri,,Faris, Charles Breckenridge,,"Faris, Charles Breckenridge",1889.0,University of Missouri,1889.0,,,,,,,Eighth
University of Iowa,,,Thomas, Seth,,"Thomas, Seth",1904.0,University of Iowa,1906.0,University of Iowa,1910.0,,,,,Eighth
University of Nebraska,,,Johnsen, Harvey,,"Johnsen, Harvey",1919.0,University of Nebraska,1921.0,University of Iowa,,,,,,Eighth
Washington and Lee University,University of Arkansas,,Riddick, Walter Garrett,,"Riddick, Walter Garrett",1908.0,University of Nebraska,,,,,,,,Eighth
,,,Collet, John Caskie,,"Collet, John Caskie",1920.0,University of Nebraska,,,,,,,,Eighth
University of Minnesota,,,Vogel, Charles Joseph,,"Vogel, Charles Joseph",1923.0,University of Nebraska,,,,,,,,Eighth
University of Iowa,,,Van Oosterhout, Martin Donald,,"Van Oosterhout, Martin Donald",1922.0,University of Iowa,1924.0,,,,,,,Eighth
University of Missouri - Kansas City,,,Whittaker, Charles Evans,,"Whittaker, Charles Evans",1924.0,University of Iowa,,,,,,,,Eighth
Benton College of Law,,,Matthes, Marion Charles,,"Matthes, Marion Charles",1928.0,University of Iowa,,,,,,,,Eighth
Harvard University,,,Blackmun, Harry Andrew,,"Blackmun, Harry Andrew",1929.0,Harvard University,1932.0,,,,,,,Eighth
,,,Ridge, Albert Alphonso,,"Ridge, Albert Alphonso",1923.0,Harvard University,,,,,,,,Eighth
University of Arkansas,,,Mehaffy, Pat,,"Mehaffy, Pat",1927.0,Harvard University,,,,,,,,Eighth
University of Missouri,,,Gibson, Floyd Robert,,"Gibson, Floyd Robert",1931.0,University of Missouri,1933.0,,,,,,,Eighth
University of Iowa,,,Lay, Donald Pomery,,"Lay, Donald Pomery",1949.0,University of Iowa,1951.0,,,,,,,Eighth
University of Minnesota,,,Heaney, Gerald William,,"Heaney, Gerald William",1939.0,University of Minnesota,1941.0,,,,,,,Eighth
University of Minnesota,,,Bright, Myron,,"Bright, Myron",1939.0,University of Minnesota,1947.0,,,,,,,Eighth
University of Nebraska,,,Ross, Donald Roe,,"Ross, Donald Roe",1948.0,University of Minnesota,,,,,,,,Eighth
University of Iowa,,,Stephenson, Roy Laverne,,"Stephenson, Roy Laverne",1938.0,University of Iowa,1940.0,,,,,,,Eighth
Amherst College,,,Webster, William Hedgcock,,"Webster, William Hedgcock",1947.0,Washington University in St. Louis,1949.0,,,,,,,Eighth
University of Arkansas,,,Henley, Jesse Smith,,"Henley, Jesse Smith",1941.0,Washington University in St. Louis,,,,,,,,Eighth
"Lincoln University, Missouri",,,McMillian, Theodore,,"McMillian, Theodore",1941.0,St. Louis University,1949.0,,,,,,,Eighth
Yale University,,,Arnold, Richard Sheppard,,"Arnold, Richard Sheppard",1957.0,Harvard University,1960.0,,,,,,,Eighth
University of Missouri,,,Gibson, John,,"Gibson, John",1949.0,University of Missouri,1952.0,,,,,,,Eighth
Drake University,,,Fagg, George Gardner,,"Fagg, George Gardner",1956.0,Drake University,1958.0,,,,,,,Eighth
Bridgewater College,,,Bowman, Pasco Middleton II,,"Bowman, Pasco Middleton II",1955.0,New York University,1958.0,University of Virginia,1986.0,,,,,Eighth
Tabor College,,,Wollman, Roger Leland,,"Wollman, Roger Leland",1957.0,University of South Dakota,1962.0,Harvard University,1964.0,,,,,Eighth
Georgetown University,,,Magill, Frank,,"Magill, Frank",1951.0,Columbia University,1953.0,Georgetown University,1955.0,,,,,Eighth
University of Nebraska,,,Beam, C[larence] Arlen,,"Beam, C[larence] Arlen",1951.0,University of Nebraska,1965.0,Georgetown University,,,,,,Eighth
University of Wisconsin,,,Loken, James,,"Loken, James",1962.0,Harvard University,1965.0,Georgetown University,,,,,,Eighth
Northwest Missouri State University,,,Hansen, David Rasmussen,,"Hansen, David Rasmussen",1960.0,Washington University in St. Louis,1963.0,Georgetown University,,,,,,Eighth
University of Arkansas,,,Arnold, Morris Sheppard,,"Arnold, Morris Sheppard",1965.0,University of Arkansas,1968.0,Harvard University,1969.0,Harvard University,1971.0,,,Eighth
University of Minnesota,,,Murphy, Diana,,"Murphy, Diana",1954.0,University of Minnesota,1974.0,Harvard University,,,,,,Eighth
St. John's University,,,Kelly, John David,,"Kelly, John David",1956.0,University of Michigan,1959.0,Harvard University,,,,,,Eighth
University of North Dakota,,,Bye, Kermit Edward,,"Bye, Kermit Edward",1959.0,University of North Dakota,1962.0,Harvard University,,,,,,Eighth
University of Nebraska,,,Riley, William Jay,,"Riley, William Jay",1969.0,University of Nebraska,1972.0,Harvard University,,,,,,Eighth
Loras College,,,Melloy, Michael Joseph,,"Melloy, Michael Joseph",1970.0,University of Iowa,1974.0,Harvard University,,,,,,Eighth
University of Arkansas,,,Smith, Lavenski,,"Smith, Lavenski",1981.0,University of Arkansas,1987.0,Harvard University,,,,,,Eighth
Princeton University,,,Colloton, Steven,,"Colloton, Steven",1985.0,Yale University,1988.0,Harvard University,,,,,,Eighth
Washington University in St. Louis,,,Gruender, Raymond,,"Gruender, Raymond",1984.0,Washington University in St. Louis,1987.0,Washington University in St. Louis,1987.0,,,,,Eighth
Northwestern University,,,Benton College of Law, William Duane,,"Benton, William Duane",1972.0,Yale University,1975.0,University of Memphis,1979.0,University of Virginia,1994.0,,,Eighth
Ouachita Baptist University,,,Shepherd, Bobby,,"Shepherd, Bobby",1973.0,University of Arkansas,1975.0,University of Memphis,,,,,,Eighth
Duke University,,,Kelly, Jane Louise,,"Kelly, Jane Louise",1987.0,Harvard University,1991.0,University of Memphis,,,,,,Eighth
Jamestown College,,,Erickson, Ralph,,"Erickson, Ralph",1980.0,University of North Dakota,1984.0,University of Memphis,,,,,,Eighth
University of Nebraska,,,Grasz, Leonard Steven,,"Grasz, Leonard Steven",1984.0,University of Nebraska,1989.0,University of Memphis,,,,,,Eighth
University of Kansas,,,Stras, David Ryan,,"Stras, David Ryan",1995.0,University of Kansas,1999.0,University of Kansas,1999.0,,,,,Eighth
Dordt University,,,Kobes, Jonathan Allen,,"Kobes, Jonathan Allen",1996.0,Harvard University,2000.0,University of Kansas,,,,,,Eighth
Case Western Reserve University,,,Sawyer, Lorenzo,,"Sawyer, Lorenzo",1846.0,Harvard University,,,,,,,,Ninth
,,,McKenna, Joseph,,"McKenna, Joseph",1865.0,St. Augustine's College,1865.0,,,,,,,Ninth
Williams College,,,Gilbert, William Ball,,"Gilbert, William Ball",1868.0,University of Michigan,1872.0,,,,,,,Ninth
Virginia Military Institute,,,Ross, Erskine Mayo,,"Ross, Erskine Mayo",1865.0,,1869.0,,,,,,,Ninth
,,,Morrow, William,,"Morrow, William",1869.0,,,,,,,,,Ninth
,,,Hunt, William Henry,,"Hunt, William Henry",1880.0,,,,,,,,,Ninth
Washington and Lee University,,,Rudkin, Frank,,"Rudkin, Frank",1887.0,,,,,,,,,Ninth
Lafayette College,,,McCamant, Wallace,,"McCamant, Wallace",1888.0,,1890.0,,,,,,,Ninth
Brown University,,,Dietrich, Frank Sigel,,"Dietrich, Frank Sigel",1887.0,Brown University,1890.0,,1891.0,,,,,Ninth
,,,Wilbur, Curtis Dwight,,"Wilbur, Curtis Dwight",1888.0,,1890.0,,,,,,,Ninth
,,,Sawtelle, William Henry,,"Sawtelle, William Henry",1886.0,,,,,,,,,Ninth
,,,Garrecht, Francis Arthur,,"Garrecht, Francis Arthur",1894.0,,,,,,,,,Ninth
"University of California, Berkeley",,,Denman, William,,"Denman, William",1894.0,Harvard University,1897.0,,,,,,,Ninth
,,,Mathews, Clifton,,"Mathews, Clifton",1904.0,Harvard University,,,,,,,,Ninth
University of Oregon,,,Haney, Bert Emory University,,"Haney, Bert Emory University",1903.0,Harvard University,,,,,,,,Ninth
,,,Stephens, Albert Lee,,"Stephens, Albert Lee",1899.0,University of Southern California,1903.0,,,,,,,Ninth
University of Iowa,,,Healy, William,,"Healy, William",1906.0,University of Iowa,1908.0,,,,,,,Ninth
