school1_alt,school2_alt,school3_alt,lastname,firstname,suffix,name,year1,school2,year2,school3,year3,school4,year4,school5,year5,circuit
Loyola University New Orleans,,,Wright, James Skelly,,"Wright, James Skelly",1931.0,Loyola University New Orleans,1934.0,,,,,,,District of Columbia
Dartmouth College,,,McGowan, Carl,,"McGowan, Carl",1932.0,Columbia University,1936.0,,,,,,,District of Columbia
Georgetown University,,,Tamm, Edward Allen,,"Tamm, Edward Allen",1930.0,Suffolk University,1971.0,,,,,,,District of Columbia
Columbia University,,,Leventhal, Harold,,"Leventhal, Harold",1934.0,Columbia University,1936.0,,,,,,,District of Columbia
Howard University,,,Robinson, Spottswood William III,,"Robinson, Spottswood William III",1939.0,Columbia University,,,,,,,,District of Columbia
University of Minnesota,,,MacKinnon, George Edward,,"MacKinnon, George Edward",1929.0,Columbia University,,,,,,,,District of Columbia
Yale University,,,Robb, Roger,,"Robb, Roger",1928.0,Yale University,1931.0,,,,,,,District of Columbia
Harvard University,,,Wilkey, Malcolm Richard,,"Wilkey, Malcolm Richard",1940.0,Harvard University,1948.0,,,,,,,District of Columbia
Connecticut College,,,Wald, Patricia McGowan,,"Wald, Patricia McGowan",1948.0,Yale University,1951.0,,,,,,,District of Columbia
University of Chicago,,,Mikva, Abner Joseph,,"Mikva, Abner Joseph",1951.0,Yale University,,,,,,,,District of Columbia
Cornell University,,,Edwards, Harry Thomas,,"Edwards, Harry Thomas",1962.0,University of Michigan,1965.0,,,,,,,District of Columbia
Cornell University,,,Ginsburg, Ruth Bader,,"Ginsburg, Ruth Bader",1954.0,Harvard University,1959.0,,,,,,,District of Columbia
University of Chicago,,,Bork, Robert Heron,,"Bork, Robert Heron",1948.0,University of Chicago,1953.0,,,,,,,District of Columbia
Georgetown University,,,Scalia, Antonin,,"Scalia, Antonin",1957.0,Harvard University,1960.0,,,,,,,District of Columbia
Washington University in St. Louis,,,Starr, Kenneth Winston,,"Starr, Kenneth Winston",1968.0,Brown University,1969.0,Duke University,1973.0,,,,,District of Columbia
Dartmouth College,,,Silberman, Laurence Hirsch,,"Silberman, Laurence Hirsch",1957.0,Harvard University,1961.0,Duke University,,,,,,District of Columbia
Yale University,,,Buckley, James Lane,,"Buckley, James Lane",1943.0,Yale University,1949.0,Duke University,,,,,,District of Columbia
Yale University,,,Williams, Stephen Fain,,"Williams, Stephen Fain",1958.0,Harvard University,1961.0,Duke University,,,,,,District of Columbia
Cornell University,,,Ginsburg, Douglas Howard,,"Ginsburg, Douglas Howard",1970.0,University of Chicago,1973.0,Duke University,,,,,,District of Columbia
University of North Carolina,,,Sentelle, David Bryan,,"Sentelle, David Bryan",1965.0,University of North Carolina,1968.0,Duke University,,,,,,District of Columbia
College of the Holy Cross,,,Thomas, Clarence,,"Thomas, Clarence",1971.0,Yale University,1974.0,Duke University,,,,,,District of Columbia
Duke University,,,Henderson, Karen LeCraft,,"Henderson, Karen LeCraft",1966.0,University of North Carolina,1969.0,Duke University,,,,,,District of Columbia
Drexel University,,,Randolph, Arthur Raymond,,"Randolph, Arthur Raymond",1966.0,University of Maryland,1969.0,Duke University,,,,,,District of Columbia
Radcliffe College,,,Rogers, Judith Ann Wilson,,"Rogers, Judith Ann Wilson",1961.0,Harvard University,1964.0,University of Virginia,1988.0,,,,,District of Columbia
University of Michigan,,,Tatel, David,,"Tatel, David",1963.0,University of Chicago,1966.0,University of Virginia,,,,,,District of Columbia
Harvard University,,,Garland, Merrick,,"Garland, Merrick",1974.0,Harvard University,1977.0,University of Virginia,,,,,,District of Columbia
Harvard University,,,Roberts, John Glover,,"Roberts, John Glover",1976.0,Harvard University,1979.0,University of Virginia,,,,,,District of Columbia
"California State University, Sacramento",,,Brown, Janice Rogers,,"Brown, Janice Rogers",1974.0,"University of California, Los Angeles",1977.0,University of Virginia,2004.0,,,,,District of Columbia
Brigham Young University,,,Griffith, Thomas Beall,,"Griffith, Thomas Beall",1978.0,University of Virginia,1985.0,University of Virginia,,,,,,District of Columbia
Yale University,,,Kavanaugh, Brett,,"Kavanaugh, Brett",1987.0,Yale University,1990.0,University of Virginia,,,,,,District of Columbia
Stanford University,,,Srinivasan, Srikanth,,"Srinivasan, Srikanth",1989.0,Stanford University,1995.0,Stanford University,1995.0,,,,,District of Columbia
University of Illinois,,,Millett, Patricia Ann,,"Millett, Patricia Ann",1985.0,Harvard University,1988.0,Stanford University,,,,,,District of Columbia
Yale University,,,Pillard, Cornelia Thayer Livingston,,"Pillard, Cornelia Thayer Livingston",1983.0,Harvard University,1987.0,Stanford University,,,,,,District of Columbia
Rose-Hulman Institute of Technology,,,Wilkins, Robert Leon,,"Wilkins, Robert Leon",1986.0,Harvard University,1989.0,Stanford University,,,,,,District of Columbia
Princeton University,,,Katsas, Gregory George,,"Katsas, Gregory George",1986.0,Harvard University,1989.0,Stanford University,,,,,,District of Columbia
Yale University,,,Rao, Neomi Jehangir,,"Rao, Neomi Jehangir",1995.0,University of Chicago,1999.0,,2002.0,,,,,District of Columbia
Duke University,,,Walker, Justin Reed,,"Walker, Justin Reed",2004.0,Harvard University,2009.0,,,,,,,District of Columbia
Harvard University,,,Jackson, Ketanji Brown,,"Jackson, Ketanji Brown",1992.0,Harvard University,1996.0,,,,,,,District of Columbia
University of Chicago,Indiana University,Indiana University,Laramore, Don Nelson,,"Laramore, Don Nelson",,,,,,,,,,Federal
Harvard University,,,Davis, Oscar Hirsh,,"Davis, Oscar Hirsh",1934.0,Columbia University,1937.0,,,,,,,Federal
Harvard University,,,Nichols, Philip,,"Nichols, Philip",1929.0,Harvard University,1932.0,,,,,,,Federal
University of Virginia,,,Smith, Edward Samuel,,"Smith, Edward Samuel",1941.0,University of Virginia,1947.0,,,,,,,Federal
Creighton University,,,Miller, Jack Richard,,"Miller, Jack Richard",1938.0,Catholic University of America,1939.0,Columbia University,1946.0,University of Iowa,1946.0,,,Federal
Missouri State University,,,Bennett, Marion Tinsley,,"Bennett, Marion Tinsley",1935.0,Washington University in St. Louis,1938.0,Columbia University,,,,,,Federal
Harvard University,,,Rich, Giles Sutherland,,"Rich, Giles Sutherland",1926.0,Columbia University,1929.0,Columbia University,,,,,,Federal
Columbia University,,,Friedman, Daniel Mortimer,,"Friedman, Daniel Mortimer",1937.0,Columbia University,1940.0,Columbia University,,,,,,Federal
University of Texas,,,Skelton, Byron George,,"Skelton, Byron George",1927.0,University of Texas,1928.0,University of Texas,1931.0,,,,,Federal
University of Michigan,,,Nies, Helen Wilson,,"Nies, Helen Wilson",1946.0,University of Michigan,1948.0,University of Texas,,,,,,Federal
University of Texas,,,Cowen, Arnold Wilson,,"Cowen, Arnold Wilson",1928.0,University of Michigan,,,,,,,,Federal
University of Virginia,,,Almond, James Lindsay,,"Almond, James Lindsay",1923.0,University of Michigan,,,,,,,,Federal
South Texas College of Law,Baylor University,University of North Texas,Baldwin, Phillip Benjamin,,"Baldwin, Phillip Benjamin",1949.0,University of Michigan,,,,,,,,Federal
Loyola University Chicago,,,Markey, Howard Thomas,,"Markey, Howard Thomas",1949.0,University of Illinois Chicago,1950.0,,,,,,,Federal
University of Michigan,,,Kashiwa, Shiro,,"Kashiwa, Shiro",1935.0,University of Michigan,1936.0,,,,,,,Federal
Vassar College,,,Newman, Pauline,,"Newman, Pauline",1947.0,Columbia University,1948.0,Yale University,1952.0,New York University,1958.0,,,Federal
University of South Carolina,,,Bissell, Jean Galloway,,"Bissell, Jean Galloway",1956.0,University of South Carolina,1958.0,Yale University,,,,,,Federal
Yale University,,,Archer, Glenn Leroy,,"Archer, Glenn Leroy",1951.0,Washington University in St. Louis,1954.0,Yale University,,,,,,Federal
Judge Advocate General's Legal Center and School,,,Mayer, Haldane Robert,,"Mayer, Haldane Robert",1963.0,College of William and Mary,1971.0,Yale University,,,,,,Federal
Williams College,,,Michel, Paul Redmond,,"Michel, Paul Redmond",1963.0,University of Virginia,1966.0,Yale University,,,,,,Federal
University of North Carolina,,,Plager,,,Plager,1952.0,University of Florida,1958.0,Columbia University,1961.0,,,,,Federal
Harvard University,,,Lourie, Alan David,,"Lourie, Alan David",1956.0,University of Wisconsin,1958.0,University of Pennsylvania,1965.0,Temple University,1970.0,,,Federal
Yale University,,,Clevenger, Raymond Charles III,,"Clevenger, Raymond Charles III",1959.0,Yale University,1966.0,University of Pennsylvania,,,,,,Federal
Brigham Young University,,,Rader, Randall Ray,,"Rader, Randall Ray",1974.0,Washington University in St. Louis,1978.0,University of Pennsylvania,,,,,,Federal
Princeton University,,,Schall, Alvin Anthony,,"Schall, Alvin Anthony",1966.0,Tulane University,1969.0,University of Pennsylvania,,,,,,Federal
Harvard University,,,Bryson, William Curtis,,"Bryson, William Curtis",1969.0,University of Texas,1973.0,University of Pennsylvania,,,,,,Federal
Rensselaer Polytechnic Institute,,,Gajarsa, Arthur,,"Gajarsa, Arthur",1962.0,Catholic University of America,1964.0,Georgetown University,1967.0,,,,,Federal
Rensselaer Polytechnic Institute,,,Linn, Richard,,"Linn, Richard",1965.0,Georgetown University,1969.0,Georgetown University,,,,,,Federal
Harvard University,,,Dyk, Timothy,,"Dyk, Timothy",1958.0,Harvard University,1961.0,Georgetown University,,,,,,Federal
Cornell University,,,Prost, Sharon,,"Prost, Sharon",1973.0,Washington University in St. Louis,1975.0,American University,1979.0,Washington University in St. Louis,1984.0,,,Federal
Massachusetts Institute of Technology,,,Moore, Kimberly Ann,,"Moore, Kimberly Ann",1990.0,Massachusetts Institute of Technology,1991.0,Georgetown University,1994.0,Washington University in St. Louis,,,,Federal
Kenyon College,,,O'Malley, Kathleen McDonald,,"O'Malley, Kathleen McDonald",1979.0,Case Western Reserve University,1982.0,Georgetown University,,,,,,Federal
University of Rochester,,,Reyna, Jimmie,,"Reyna, Jimmie",1975.0,University of New Mexico,1978.0,Georgetown University,,,,,,Federal
University of Arizona,,,Wallach, Evan Jonathan,,"Wallach, Evan Jonathan",1973.0,"University of California, Berkeley",1976.0,University of Cambridge,1981.0,,,,,Federal
Pomona College,,,Taranto, Richard Gary,,"Taranto, Richard Gary",1977.0,Yale University,1981.0,University of Cambridge,,,,,,Federal
"University of California, Los Angeles",,,Chen, Raymond,,"Chen, Raymond",1990.0,New York University,1994.0,University of Cambridge,,,,,,Federal
Harvard University,,,Hughes, Todd Michael,,"Hughes, Todd Michael",1989.0,Duke University,1992.0,Duke University,1992.0,,,,,Federal
Michigan State University,,,Stoll, Kara Farnandez,,"Stoll, Kara Farnandez",1991.0,Georgetown University,1997.0,Duke University,,,,,,Federal
Massachusetts Institute of Technology,,,Cunningham, Tiffany Patrice,,"Cunningham, Tiffany Patrice",1998.0,Harvard University,2001.0,Duke University,,,,,,Federal
